Stakeholder Id,Request Id,Request Date,Dï¿½but,Fin,Spectrum Service,Usage Type,Venue,Duplex,Channel Bandwidth (kHz),Attributed Frequency (Tx),Intervalle de prï¿½fï¿½rence,Attributed Frequency (Rx),Status,Saisie,Rï¿½ponse ANFR,Availability
XZT,XZT-144,31/07/2023,05/09/2024,07/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Air to Ground,PS1 - PARIS SUD 1,Non,4000.0,7022.0,Non,,approved,auto,,Available
XZT,XZT-97,31/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PS1 - PARIS SUD 1,Oui,12.5,155.3,Oui,150.7,approved,auto,,Available
XZT,XZT-98,31/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PS1 - PARIS SUD 1,Oui,6.25,155.4,Non,150.8,approved,auto,,Available
XZT,XZT-99,31/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PS1 - PARIS SUD 1,Non,12.5,76.8625,Non,,approved,auto,,Available
AZI,AZI-113,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Oui,12.5,162.3875,Oui,157.7875,approved,auto,,Available
AZI,AZI-114,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Oui,6.25,162.4875,Oui,157.8875,approved,auto,,Available
AZI,AZI-115,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,80.1125,Oui,,approved,auto,,Available
AZI,AZI-116,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,80.2125,Oui,,approved,auto,,Available
AZI,AZI-117,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,144.0875,Oui,,approved,auto,,Available
AZI,AZI-118,12/06/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.8625,Oui,,approved,auto,,Available
AZI,AZI-119,12/06/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.875,Oui,,approved,auto,,Available
AZI,AZI-120,12/06/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.8875,Oui,,approved,auto,,Available
AZI,AZI-121,12/06/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.9,Oui,,approved,auto,,Available
AZI,AZI-122,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,576.3,Oui,,approved,auto,,Available
AZI,AZI-123,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,576.5,Oui,,approved,auto,,Available
AZI,AZI-124,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,576.7,Oui,,approved,auto,,Available
AZI,AZI-125,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,576.9,Oui,,approved,auto,,Available
AZI,AZI-126,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,577.1,Oui,,approved,auto,,Available
AZI,AZI-127,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,577.3,Oui,,approved,auto,,Available
AZI,AZI-128,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,577.5,Oui,,approved,auto,,Available
AZI,AZI-129,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,577.7,Oui,,approved,auto,,Available
AZI,AZI-130,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,577.9,Oui,,approved,auto,,Available
AZI,AZI-131,12/06/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,578.1,Oui,,approved,auto,,Available
AZI,AZI-132,12/06/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,1982.0,Oui,,approved,auto,,Available
AZI,AZI-133,12/06/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,1986.0,Oui,,approved,auto,,Available
AZI,AZI-134,12/06/2023,30/08/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Air to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,7070.0,Oui,,approved,auto,,Available
AZI,AZI-135,12/06/2023,30/08/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Air to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,7074.0,Oui,,approved,auto,,Available
AZI,AZI-136,12/06/2023,30/08/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Air to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,7078.0,Oui,,approved,auto,,Available
AZI,AZI-137,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Oui,12.5,163.0,Oui,158.4,approved,auto,,Available
AZI,AZI-138,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Oui,6.25,163.075,Oui,158.475,approved,auto,,Available
AZI,AZI-139,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,144.2125,Oui,,approved,auto,,Available
AZI,AZI-140,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,144.325,Oui,,approved,auto,,Available
AZI,AZI-141,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,144.425,Oui,,approved,auto,,Available
AZI,AZI-142,12/06/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.9125,Oui,,approved,auto,,Available
AZI,AZI-143,12/06/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.925,Oui,,approved,auto,,Available
AZI,AZI-144,12/06/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.9375,Oui,,approved,auto,,Available
AZI,AZI-145,12/06/2023,05/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.95,Non,,approved,manual,,Available
AZI,AZI-146,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,578.3,Oui,,approved,auto,,Available
AZI,AZI-147,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,578.5,Oui,,approved,auto,,Available
AZI,AZI-148,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,578.7,Oui,,approved,auto,,Available
AZI,AZI-149,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,578.9,Oui,,approved,auto,,Available
AZI,AZI-150,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,579.1,Oui,,approved,auto,,Available
AZI,AZI-151,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,579.3,Oui,,approved,auto,,Available
AZI,AZI-152,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,579.5,Oui,,approved,auto,,Available
AZI,AZI-153,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,579.7,Oui,,approved,auto,,Available
AZI,AZI-154,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,579.9,Oui,,approved,auto,,Available
AZI,AZI-155,12/06/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,580.1,Oui,,approved,auto,,Available
AZI,AZI-156,12/06/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,1990.0,Oui,,approved,auto,,Available
AZI,AZI-157,12/06/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,1994.0,Oui,,approved,auto,,Available
AZI,AZI-158,12/06/2023,05/09/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Air to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,7082.0,Oui,,approved,auto,,Available
AZI,AZI-159,12/06/2023,05/09/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Air to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,7086.0,Oui,,approved,auto,,Available
AZI,AZI-160,12/06/2023,05/09/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Air to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,7090.0,Oui,,approved,auto,,Available
FTE,FTE-271,26/07/2023,05/09/2024,07/09/2024,Talkback_System,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,407.034375,Non,,approved,auto,,Available
FTE,FTE-272,26/07/2023,01/09/2024,07/09/2024,Talkback_System,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,407.040625,Non,,approved,auto,,Available
FTE,FTE-273,26/07/2023,01/09/2024,08/09/2024,Talkback_System,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,407.075,Non,,approved,auto,,Available
FTE,FTE-274,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,491.9,Non,,approved,auto,,Available
FTE,FTE-275,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,492.1,Non,,approved,auto,,Available
FTE,FTE-276,26/07/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,492.3,Oui,,approved,auto,,Available
FTE,FTE-277,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Oui,12.5,153.55,Non,148.95,approved,auto,,Available
FTE,FTE-278,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Oui,6.25,153.675,Non,149.075,approved,auto,,Available
FTE,FTE-279,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,71.4625,Non,,approved,auto,,Available
FTE,FTE-280,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,71.5875,Non,,approved,auto,,Available
FTE,FTE-281,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,71.6875,Non,,approved,auto,,Available
FTE,FTE-282,26/07/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.5125,Oui,,approved,auto,,Available
FTE,FTE-283,26/07/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.525,Non,,approved,auto,,Available
FTE,FTE-284,26/07/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.5375,Non,,approved,auto,,Available
FTE,FTE-285,26/07/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.55,Non,,approved,auto,,Available
FTE,FTE-286,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,492.5,Non,,approved,auto,,Available
FTE,FTE-287,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,492.7,Non,,approved,auto,,Available
FTE,FTE-288,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,492.9,Non,,approved,auto,,Available
FTE,FTE-289,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,493.1,Non,,approved,auto,,Available
FTE,FTE-290,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,493.3,Non,,approved,auto,,Available
FTE,FTE-291,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,493.5,Non,,approved,auto,,Available
FTE,FTE-292,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,493.7,Non,,approved,auto,,Available
FTE,FTE-293,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,493.9,Non,,approved,auto,,Available
FTE,FTE-294,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,510.1,Non,,approved,auto,,Available
FTE,FTE-295,26/07/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,510.3,Oui,,approved,auto,,Available
FTE,FTE-296,26/07/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,1441.0,Non,,approved,auto,,Available
FTE,FTE-297,26/07/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,1445.0,Non,,approved,manual,,Available
FTE,FTE-298,26/07/2023,30/08/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Air,PC4 - PARIS CENTRE 4,Non,4000.0,5924.0,Oui,,approved,auto,,Available
FTE,FTE-299,26/07/2023,30/08/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Air,PC4 - PARIS CENTRE 4,Non,4000.0,5928.0,Oui,,approved,auto,,Available
FTE,FTE-300,26/07/2023,30/08/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Air,PC4 - PARIS CENTRE 4,Non,4000.0,5932.0,Non,,approved,auto,,Available
FTE,FTE-301,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Oui,12.5,153.775,Non,149.175,approved,auto,,Available
FTE,FTE-302,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Oui,6.25,153.875,Non,149.275,approved,auto,,Available
FTE,FTE-303,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,71.8125,Non,,approved,auto,,Available
FTE,FTE-304,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,71.9125,Non,,approved,auto,,Available
FTE,FTE-305,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PC4 - PARIS CENTRE 4,Non,6.25,75.225,Non,,approved,auto,,Available
FTE,FTE-306,26/07/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.5625,Non,,approved,auto,,Available
FTE,FTE-307,26/07/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.575,Non,,approved,auto,,Available
FTE,FTE-308,26/07/2023,01/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.5875,Non,,approved,auto,,Available
FTE,FTE-309,26/07/2023,05/09/2024,08/09/2024,Telemetry_Telecommand,Ground to Ground,PC4 - PARIS CENTRE 4,Non,12.5,403.6,Non,,approved,auto,,Available
FTE,FTE-310,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,510.5,Oui,,approved,auto,,Available
FTE,FTE-311,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,510.7,Oui,,approved,auto,,Available
FTE,FTE-312,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,510.9,Oui,,approved,auto,,Available
FTE,FTE-313,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,511.1,Oui,,approved,auto,,Available
FTE,FTE-314,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,511.3,Oui,,approved,auto,,Available
FTE,FTE-315,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,511.5,Oui,,approved,auto,,Available
FTE,FTE-316,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,511.7,Non,,approved,auto,,Available
FTE,FTE-317,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,511.9,Oui,,approved,auto,,Available
FTE,FTE-318,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,512.1,Oui,,approved,auto,,Available
FTE,FTE-319,26/07/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,512.3,Oui,,approved,auto,,Available
FTE,FTE-320,26/07/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,1449.0,Non,,approved,auto,,Available
FTE,FTE-321,26/07/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PC4 - PARIS CENTRE 4,Non,4000.0,1453.0,Non,,approved,auto,,Available
FTE,FTE-322,26/07/2023,05/09/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Air,PC4 - PARIS CENTRE 4,Non,4000.0,5936.0,Non,,approved,auto,,Available
FTE,FTE-323,26/07/2023,05/09/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Air,PC4 - PARIS CENTRE 4,Non,4000.0,5940.0,Non,,approved,auto,,Available
FTE,FTE-324,26/07/2023,05/09/2024,05/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Air,PC4 - PARIS CENTRE 4,Non,4000.0,5944.0,Non,,approved,auto,,Available
PTU,PTU-287,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,538.5,Oui,,approved,auto,,Available
PTU,PTU-288,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,538.7,Non,,approved,auto,,Available
PTU,PTU-289,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,538.9,Non,,approved,auto,,Available
PTU,PTU-290,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,539.1,Non,,approved,auto,,Available
PTU,PTU-291,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,539.3,Non,,approved,auto,,Available
PTU,PTU-292,27/07/2023,01/09/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,539.5,Non,,approved,auto,,Available
PTU,PTU-293,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,539.7,Non,,approved,auto,,Available
PTU,PTU-294,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,539.9,Non,,approved,auto,,Available
PTU,PTU-295,27/07/2023,01/09/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,540.1,Non,,approved,auto,,Available
PTU,PTU-296,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,540.3,Non,,approved,auto,,Available
PTU,PTU-297,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,540.5,Non,,approved,auto,,Available
PTU,PTU-298,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,540.7,Non,,approved,auto,,Available
PTU,PTU-299,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,540.9,Non,,approved,auto,,Available
PTU,PTU-300,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,541.1,Non,,approved,auto,,Available
PTU,PTU-301,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,541.3,Non,,approved,auto,,Available
PTU,PTU-302,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,541.5,Non,,approved,auto,,Available
PTU,PTU-303,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,541.7,Non,,approved,auto,,Available
PTU,PTU-304,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,541.9,Non,,approved,auto,,Available
PTU,PTU-305,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,550.1,Non,,approved,auto,,Available
PTU,PTU-306,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,550.3,Non,,approved,auto,,Available
PTU,PTU-307,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,550.5,Non,,approved,auto,,Available
PTU,PTU-308,27/07/2023,01/09/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,550.7,Non,,approved,auto,,Available
PTU,PTU-309,27/07/2023,01/09/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,550.9,Non,,approved,auto,,Available
PTU,PTU-310,27/07/2023,01/09/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,551.1,Non,,approved,auto,,Available
PTU,PTU-311,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,551.3,Non,,approved,auto,,Available
PTU,PTU-312,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,551.5,Non,,approved,auto,,Available
PTU,PTU-313,27/07/2023,01/09/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,551.7,Non,,approved,auto,,Available
PTU,PTU-314,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,551.9,Non,,approved,auto,,Available
PTU,PTU-315,27/07/2023,29/08/2024,07/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PC4 - PARIS CENTRE 4,Non,200.0,552.1,Oui,,approved,auto,,Available
