Stakeholder Id;Request Id;Request Date;Debut;Fin;Spectrum Service;Usage Type;Venue;Duplex;Channel Bandwidth (kHz);Attributed Frequency (Tx);Intervalle de pr�f�rence;Attributed Frequency (Rx);Status;Saisie;R�ponse ANFR
PTU;PTU-111;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;594.9;Non;;approved;auto;
PTU;PTU-112;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;595.1;Non;;approved;auto;
PTU;PTU-113;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;595.3;Non;;approved;auto;
PTU;PTU-114;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;595.5;Non;;approved;auto;
PTU;PTU-115;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;595.7;Non;;approved;auto;
PTU;PTU-116;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;595.9;Non;;approved;auto;
PTU;PTU-117;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;596.1;Non;;approved;auto;
PTU;PTU-118;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;596.3;Non;;approved;auto;
PTU;PTU-119;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;596.5;Oui;;approved;auto;
PTU;PTU-120;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;596.7;Non;;approved;auto;
PTU;PTU-121;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;596.9;Non;;approved;auto;
PTU;PTU-122;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;597.1;Non;;approved;auto;
PTU;PTU-123;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;597.3;Non;;approved;auto;
PTU;PTU-124;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;597.5;Oui;;approved;auto;
PTU;PTU-125;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;597.7;Non;;approved;auto;
PTU;PTU-126;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;597.9;Non;;approved;auto;
PTU;PTU-127;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;598.1;Non;;approved;auto;
PTU;PTU-128;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;598.3;Oui;;approved;auto;
PTU;PTU-129;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;598.5;Non;;approved;auto;
PTU;PTU-130;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;598.7;Non;;approved;auto;
PTU;PTU-131;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;598.9;Oui;;approved;auto;
PTU;PTU-132;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;599.1;Non;;approved;auto;
PTU;PTU-133;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;599.3;Non;;approved;auto;
PTU;PTU-134;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;599.5;Oui;;approved;auto;
PTU;PTU-135;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;599.7;Non;;approved;auto;
PTU;PTU-136;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;599.9;Non;;approved;auto;
PTU;PTU-137;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;600.1;Non;;approved;auto;
PTU;PTU-138;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;600.3;Non;;approved;auto;
PTU;PTU-139;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;600.5;Non;;approved;auto;
PTU;PTU-140;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;600.7;Non;;approved;auto;
PTU;PTU-141;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;600.9;Non;;approved;auto;
PTU;PTU-142;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;601.1;Non;;approved;auto;
PTU;PTU-143;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;601.3;Non;;approved;auto;
PTU;PTU-144;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;601.5;Non;;approved;auto;
PTU;PTU-145;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;601.7;Non;;approved;auto;
PTU;PTU-146;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;601.9;Non;;approved;auto;
PTU;PTU-147;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;602.1;Non;;approved;auto;
PTU;PTU-148;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;602.3;Non;;approved;auto;
PTU;PTU-149;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;602.5;Non;;approved;auto;
PTU;PTU-150;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;602.7;Non;;approved;auto;
PTU;PTU-151;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;602.9;Non;;approved;auto;
PTU;PTU-152;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;603.1;Oui;;approved;auto;
PTU;PTU-153;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;603.3;Oui;;approved;auto;
PTU;PTU-154;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;603.5;Oui;;approved;auto;
PTU;PTU-155;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;603.7;Oui;;approved;auto;
PTU;PTU-156;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;603.9;Oui;;approved;auto;
PTU;PTU-157;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;604.1;Oui;;approved;auto;
PTU;PTU-158;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;604.3;Non;;approved;auto;
PTU;PTU-159;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;604.5;Non;;approved;auto;
PTU;PTU-160;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;604.7;Non;;approved;auto;
PTU;PTU-161;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;604.9;Non;;approved;auto;
PTU;PTU-162;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;605.1;Non;;approved;auto;
PTU;PTU-163;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;605.3;Non;;approved;auto;
PTU;PTU-164;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;605.5;Non;;approved;auto;
PTU;PTU-165;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;605.7;Non;;approved;auto;
PTU;PTU-166;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;605.9;Oui;;approved;auto;
PTU;PTU-167;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;606.1;Oui;;approved;auto;
PTU;PTU-168;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;606.3;Oui;;approved;auto;
PTU;PTU-169;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;606.5;Non;;approved;auto;
PTU;PTU-170;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;606.7;Non;;approved;auto;
PTU;PTU-171;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;606.9;Non;;approved;auto;
PTU;PTU-172;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;607.1;Non;;approved;auto;
PTU;PTU-173;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;607.3;Non;;approved;auto;
PTU;PTU-174;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;607.5;Non;;approved;auto;
PTU;PTU-175;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;607.7;Non;;approved;auto;
PTU;PTU-176;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;607.9;Non;;approved;auto;
PTU;PTU-177;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;608.1;Non;;approved;auto;
PTU;PTU-178;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;608.3;Non;;approved;auto;
PTU;PTU-179;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;608.5;Non;;approved;auto;
PTU;PTU-180;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;608.7;Non;;approved;auto;
PTU;PTU-181;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;608.9;Oui;;approved;auto;
PTU;PTU-182;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;609.1;Non;;approved;auto;
PTU;PTU-183;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;609.3;Oui;;approved;auto;
PTU;PTU-184;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;609.5;Non;;approved;auto;
PTU;PTU-185;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;609.7;Non;;approved;auto;
PTU;PTU-186;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;609.9;Non;;approved;auto;
PTU;PTU-187;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;610.1;Non;;approved;auto;
PTU;PTU-188;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;610.3;Non;;approved;auto;
PTU;PTU-189;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;610.5;Non;;approved;auto;
PTU;PTU-190;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;610.7;Non;;approved;auto;
PTU;PTU-191;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;610.9;Non;;approved;auto;
PTU;PTU-192;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;611.1;Non;;approved;auto;
PTU;PTU-193;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;611.3;Non;;approved;auto;
PTU;PTU-194;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;611.5;Non;;approved;auto;
PTU;PTU-195;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;611.7;Non;;approved;auto;
PTU;PTU-196;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;611.9;Non;;approved;auto;
PTU;PTU-197;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;612.1;Non;;approved;auto;
PTU;PTU-198;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;612.3;Non;;approved;auto;
PTU;PTU-199;27/07/2023;01/09/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;612.5;Non;;approved;auto;
PTU;PTU-200;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;612.7;Oui;;approved;auto;
PTU;PTU-201;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;612.9;Oui;;approved;auto;
PTU;PTU-202;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;613.1;Oui;;approved;auto;
PTU;PTU-203;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;613.3;Oui;;approved;auto;
PTU;PTU-204;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;613.5;Oui;;approved;auto;
PTU;PTU-205;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;613.7;Non;;approved;auto;
PTU;PTU-206;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;613.9;Non;;approved;auto;
PTU;PTU-207;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;630.1;Non;;approved;auto;
PTU;PTU-208;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;630.3;Non;;approved;auto;
PTU;PTU-209;27/07/2023;29/08/2024;07/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;630.5;Non;;approved;auto;
PTU;PTU-210;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;630.7;Non;;approved;auto;
PTU;PTU-211;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;630.9;Non;;approved;auto;
PTU;PTU-212;27/07/2023;29/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PC1 - PARIS CENTRE 1;Non;200;631.1;Non;;approved;auto;
PTU;PTU-261;27/07/2023;29/08/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PC1 - PARIS CENTRE 1;Non;10000;2242.5;Non;;approved;manual;
PTU;PTU-262;27/07/2023;29/08/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PC1 - PARIS CENTRE 1;Non;20000;2320;Non;;approved;auto;
PTU;PTU-263;27/07/2023;29/08/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PC1 - PARIS CENTRE 1;Non;10000;2335;Non;;approved;auto;
PTU;PTU-264;27/07/2023;29/08/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PC1 - PARIS CENTRE 1;Non;20000;2410;Non;;approved;auto;
PTU;PTU-265;27/07/2023;29/08/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PC1 - PARIS CENTRE 1;Non;10000;2425;Non;;approved;auto;
PTU;PTU-266;27/07/2023;01/09/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PC1 - PARIS CENTRE 1;Non;20000;2440;Non;;approved;auto;
PTU;PTU-267;27/07/2023;29/08/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PC1 - PARIS CENTRE 1;Non;10000;2455;Non;;approved;manual;
PTU;PTU-268;27/07/2023;29/08/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PC1 - PARIS CENTRE 1;Non;20000;2470;Non;;approved;auto;
PTU;PTU-60;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Oui;12.5;426.6375;Non;416.6375;approved;auto;
PTU;PTU-61;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Oui;12.5;426.7375;Non;416.7375;approved;auto;
PTU;PTU-62;27/07/2023;01/09/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Oui;12.5;426.8375;Non;416.8375;approved;auto;
PTU;PTU-63;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Oui;12.5;426.9375;Non;416.9375;approved;auto;
PTU;PTU-64;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Oui;12.5;427.0375;Non;417.0375;approved;auto;
PTU;PTU-65;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Oui;12.5;427.1375;Non;417.1375;approved;auto;
PTU;PTU-66;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Oui;12.5;427.2375;Non;417.2375;approved;auto;
PTU;PTU-67;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;404.375;Non;;approved;auto;
PTU;PTU-68;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;404.475;Non;;approved;auto;
PTU;PTU-69;27/07/2023;01/09/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;404.575;Non;;approved;auto;
PTU;PTU-70;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;404.675;Non;;approved;auto;
PTU;PTU-71;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;404.775;Non;;approved;auto;
PTU;PTU-72;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;404.875;Non;;approved;auto;
PTU;PTU-73;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;404.975;Non;;approved;auto;
PTU;PTU-74;27/07/2023;01/09/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;405.075;Non;;approved;auto;
PTU;PTU-75;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;405.175;Non;;approved;auto;
PTU;PTU-76;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;405.275;Non;;approved;auto;
PTU;PTU-77;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;405.375;Non;;approved;auto;
PTU;PTU-78;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;405.475;Non;;approved;auto;
PTU;PTU-79;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;409.0375;Non;;approved;auto;
PTU;PTU-80;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;409.1375;Non;;approved;auto;
PTU;PTU-81;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;409.2375;Non;;approved;auto;
PTU;PTU-82;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;409.3375;Non;;approved;auto;
PTU;PTU-83;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;409.4375;Non;;approved;auto;
PTU;PTU-84;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;409.5375;Non;;approved;auto;
PTU;PTU-85;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;427.3375;Non;;approved;auto;
PTU;PTU-86;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;427.4375;Non;;approved;auto;
PTU;PTU-87;27/07/2023;29/08/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;427.5375;Non;;approved;auto;
PTU;PTU-88;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;427.6375;Non;;approved;auto;
PTU;PTU-89;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;427.7375;Non;;approved;auto;
PTU;PTU-90;27/07/2023;29/08/2024;07/09/2024;Private_Mobile_Radio;Ground to Ground;PC1 - PARIS CENTRE 1;Non;12.5;427.8375;Non;;approved;auto;
